ID,FirstName,LastName,Position,Height,Weight,Points,Assist,Rebound,Steal,Block
3547253,Theo,Maledon,G,1.96,175,3.176,1.647,1.353,0.353,0.0
3547254,Tyrese,Maxey,G,1.88,200,25.845,6.169,3.676,0.972,0.465
3547256,Saddiq,Bey,F,2.01,215,13.698,1.46,6.54,0.81,0.175
3547257,R.J.,Hampton,G,1.93,175,1.25,1.0,0.75,0.0,0.0
3547258,Josh,Green,G,1.96,200,8.228,2.281,3.246,0.825,0.158
3547259,Jaden,McDaniels,F,2.06,185,10.514,1.403,3.083,0.889,0.569
3547260,Kira,Lewis Jr.,G,1.85,170,3.179,1.321,0.929,0.321,0.071
3547262,Jahmi'us,Ramsey,G,1.91,190,6.714,1.143,3.143,1.0,0.0
3547264,Jalen,Smith,F,2.06,215,9.852,1.033,5.525,0.279,0.623
3547267,Isaiah,Stewart,F,2.03,250,10.935,1.609,6.609,0.37,0.87
3547268,Zeke,Nnaji,F,2.06,240,3.207,0.552,2.155,0.276,0.655
3547269,Immanuel,Quickley,G,1.88,190,17.0,4.853,3.824,0.735,0.147
3547270,Paul,Reed,F,2.06,210,7.301,1.313,5.904,0.795,1.024
3547271,Aleksej,Pokusevski,C,2.13,210,5.214,1.25,3.179,0.536,0.464
3547272,Isaiah,Joe,G,1.91,165,8.154,1.269,2.308,0.615,0.282
3547274,Tre,Jones,G,1.85,185,10.013,6.208,3.753,1.039,0.117
3547275,Malachi,Flynn,G,1.85,185,5.507,1.87,1.667,0.551,0.13
3547276,Payton,Pritchard,G,1.85,195,9.598,3.427,3.232,0.476,0.073
3547278,Ashton,Hagans,G,1.91,190,4.211,2.842,2.368,0.579,0.474
3547279,Lamar,Stevens,F,2.01,230,7.158,0.737,3.342,0.605,0.579
3547281,Nate,Hinton,G,1.96,210,2.2,0.667,1.467,0.2,0.133
3547282,Nick,Richards,C,2.13,245,9.731,0.806,8.03,0.373,1.119
3547285,Xavier,Tillman,F,2.01,245,5.259,1.426,3.944,0.944,0.815
3547287,Desmond,Bane,G,1.96,215,23.738,5.476,4.381,1.024,0.476
3547289,Skylar,Mays,G,1.91,205,4.079,2.237,1.132,0.553,0.105
3547291,Mason,Jones,G,1.93,200,1.4,1.0,1.0,0.2,0.2
3547293,Naji,Marshall,F,1.98,220,7.119,1.94,3.642,0.776,0.194
3547294,Kenyon,Martin Jr.,F,1.98,215,3.733,0.85,2.183,0.367,0.2
3547297,Trent,Forrest,G,1.93,210,2.184,2.421,1.342,0.289,0.079
3547298,Saben,Lee,G,1.88,183,2.958,1.25,1.292,0.25,0.125
3547299,Sam,Merrill,G,1.93,205,7.951,1.77,1.967,0.311,0.066
3547301,Jae'Sean,Tate,F,1.93,230,4.077,0.969,3.031,0.646,0.2
3547302,Anthony,Gill,F,2.03,230,3.78,0.68,1.88,0.26,0.22
4197029,Vasilije,Micic,G,1.91,188,7.033,4.367,1.483,0.517,0.117
4197162,Aleksandar,Vezenkov,F,2.03,225,5.159,0.409,2.227,0.477,0.159
4197387,Vit,Krejci,G,2.03,195,6.136,2.273,2.364,0.636,0.273
9051997,Armoni,Brooks,G,1.91,195,4.2,0.5,1.8,0.1,0.0
11891374,Omer,Yurtseven,C,2.11,275,4.723,0.617,4.426,0.17,0.362
17553967,Neemias,Queta,C,2.13,248,5.5,0.714,4.393,0.464,0.75
17553979,Jonathan,Kuminga,F,2.01,225,16.053,2.2,4.827,0.747,0.493
17553983,Trevelin,Queen,G,1.96,190,2.857,1.286,1.429,0.5,0.357
17553987,Zavier,Simpson,G,1.83,190,6.0,3.571,2.857,1.0,0.429
17553988,Jeff,Dowtin,G,1.91,177,4.333,2.25,1.667,0.667,0.083
17553992,Moses,Moody,G,1.96,211,8.194,0.866,2.97,0.627,0.358
17553994,Davion,Mitchell,G,1.83,202,5.324,1.865,1.378,0.23,0.041
17553995,Austin,Reaves,G,1.96,197,16.0,5.476,4.274,0.774,0.298
17554001,Javonte,Smart,G,1.93,205,0.0,0.0,0.0,0.0,0.0
17554002,DeJon,Jarreau,G,1.96,185,4.778,2.889,4.889,0.556,0.222
17554004,AJ,Lawson,G,1.98,179,3.238,0.476,1.19,0.238,0.071
17895854,Charles,Bassey,G,2.08,230,3.316,1.105,4.0,0.421,0.895
17895858,Quentin,Grimes,G,1.96,210,7.039,1.294,1.961,0.686,0.137
17895941,Filip,Petrusev,C,2.11,225,1.0,0.0,0.333,0.0,0.0
17895966,Jalen,Green,G,1.93,186,19.634,3.549,5.171,0.768,0.341
17895968,Daishen,Nix,F,1.91,226,1.8,0.4,0.2,0.333,0.0
17895983,Ayo,Dosunmu,G,1.96,200,12.218,3.192,2.846,0.936,0.513
17895990,Jordan,Ford,G,1.85,175,2.0,0.333,0.5,0.0,0.0
17896007,Braxton,Key,G,2.03,225,1.1,0.45,0.95,0.05,0.05
17896017,Matt,Ryan,F,1.98,215,5.429,0.643,1.429,0.179,0.036
17896021,Jeremiah,Robinson-Earl,F,2.03,240,2.949,0.538,1.923,0.282,0.103
17896022,Brandon,Boston Jr.,G,1.98,188,5.219,0.406,1.625,0.344,0.281
17896024,Herbert,Jones,F,2.01,206,10.923,2.603,3.5,1.397,0.795
17896025,Jaden,Springer,G,1.93,202,3.327,0.878,1.592,0.776,0.306
17896026,Franz,Wagner,F,2.08,220,19.708,3.75,5.264,1.056,0.403
17896027,Ziaire,Williams,G,2.06,185,8.235,1.471,3.51,0.706,0.176
17896028,Greg,Brown III,F,2.01,206,2.5,0.667,1.5,0.0,0.667
17896030,Chris,Duarte,G,1.96,190,3.898,0.746,1.797,0.475,0.136
17896031,Nah'Shon,Hyland,G,1.88,169,6.919,2.514,1.486,0.703,0.081
17896033,Miles,McBride,G,1.85,195,8.265,1.676,1.471,0.706,0.103
17896035,Isaiah,Jackson,F,2.06,205,6.55,0.833,4.067,0.567,1.1
17896036,Tre,Mann,G,1.91,178,9.317,4.024,3.634,1.244,0.098
17896037,James,Bouknight,G,1.93,190,3.571,0.429,0.643,0.071,0.071
17896038,Day'Ron,Sharpe,C,2.06,265,6.803,1.393,6.377,0.426,0.738
17896039,Justin,Champagnie,F,1.98,206,5.933,1.267,3.533,0.667,0.6
17896040,Jalen,Johnson,F,2.03,219,16.0,3.625,8.714,1.196,0.839
17896041,Keon,Johnson,G,1.96,185,6.2,0.6,1.4,0.6,0.2
17896042,Jason,Preston,G,1.91,181,1.714,2.286,2.429,0.286,0.143
17896044,Kessler,Edwards,F,2.01,203,1.691,0.273,0.782,0.182,0.073
17896045,Corey,Kispert,F,1.98,224,13.363,1.963,2.813,0.538,0.2
17896048,Cam,Thomas,G,1.91,210,22.424,2.909,3.242,0.682,0.242
17896049,David,Duke Jr.,G,1.93,204,6.5,1.25,2.5,0.5,0.0
17896050,Matt,Hurt,F,2.06,233,3.625,0.5,1.875,0.375,0.25
17896051,Joshua,Primo,G,1.93,189,1.0,0.0,0.5,0.0,0.5
17896052,RaiQuan,Gray,F,2.01,269,7.667,2.0,2.333,0.333,0.333
17896055,Scottie,Barnes,G,2.01,237,19.85,6.067,8.217,1.25,1.467
17896056,Luka,Garza,C,2.08,243,3.96,0.16,1.24,0.16,0.04
17896058,Trendon,Watford,F,2.03,237,6.857,1.286,3.095,0.349,0.302
17896059,Sandro,Mamukelashvili,F,2.06,240,4.178,1.067,3.2,0.156,0.267
17896060,Sam,Hauser,F,2.01,217,9.013,1.038,3.494,0.494,0.316
17896062,Alperen,Sengun,F,2.11,243,21.127,4.952,9.349,1.175,0.714
17896063,Jericho,Sims,F,2.08,250,2.044,0.556,3.267,0.178,0.422
17896065,Josh,Giddey,G,2.03,216,12.325,4.825,6.425,0.625,0.55
17896067,Santi,Aldama,F,2.13,215,10.721,2.262,5.77,0.705,0.885
17896070,Usman,Garuba,F,2.03,229,0.429,0.286,1.143,0.143,0.429
17896071,Isaiah,Livers,F,1.98,232,4.957,1.087,2.087,0.565,0.217
17896073,Jalen,Suggs,G,1.96,205,12.573,2.72,3.067,1.427,0.64
17896075,Cade,Cunningham,G,1.98,220,22.661,7.468,4.355,0.919,0.371
17896076,Evan,Mobley,F,2.11,215,15.7,3.2,9.32,0.9,1.44
17896078,Aaron,Wiggins,G,1.96,190,6.949,1.103,2.385,0.705,0.244
17896091,D.J.,Carton,G,1.91,200,2.75,0.5,0.75,0.25,0.0
17896092,Jalen,Crutcher,G,1.85,175,0.0,0.0,0.0,0.0,0.0
17896094,Dalano,Banton,G,2.03,204,10.315,2.352,3.296,0.611,0.37
17896097,Jose,Alvarado,G,1.83,179,7.19,2.19,2.31,1.052,0.293
17896103,Jay,Huff,F,2.16,240,1.15,0.1,0.45,0.1,0.15
17896106,Eugene,Omoruyi,F,1.98,235,4.814,0.791,1.977,0.605,0.116
17896116,Terry,Taylor,G,1.93,230,1.484,0.323,1.194,0.129,0.065
17896120,Ish,Wainright,F,1.96,250,2.091,0.091,1.273,0.273,0.091
18677954,Jared,Butler,G,1.91,193,6.275,3.15,1.45,0.725,0.2
18677986,Trey,Murphy III,F,2.03,206,14.746,2.237,4.949,0.898,0.492
18678001,JT,Thor,F,2.06,203,3.159,0.46,2.317,0.175,0.429
19465326,Jock,Landale,C,2.11,255,4.893,1.143,3.071,0.357,0.571
19465584,Micah,Potter,F,2.06,248,3.313,0.375,2.688,0.25,0.375
19465585,Dru,Smith,G,1.91,203,4.333,1.556,1.556,1.0,0.333
24417679,Xavier,Moon,G,1.83,165,2.357,1.5,1.286,0.214,0.214
24489167,Brandon,Williams,G,1.85,190,3.176,1.0,0.765,0.059,0.059
24572055,Olivier,Sarr,C,2.08,240,2.267,0.133,2.4,0.0,0.467
27924547,Lindy,Waters III,F,1.98,210,3.605,0.632,1.053,0.132,0.158
38017507,Andrew,Nembhard,G,1.93,191,9.206,4.118,2.074,0.926,0.088
38017607,Kevon,Harris,G,1.96,216,2.0,0.5,1.0,0.0,0.0
38017620,Ochai,Agbaji,G,1.96,215,5.833,1.064,2.744,0.603,0.564
38017630,Johnny,Juzang,G,1.96,209,7.2,1.15,1.8,0.2,0.1
38017649,Julian,Champagnie,F,2.01,217,6.811,1.405,2.77,0.635,0.568
38017656,Scotty,Pippen Jr.,G,1.85,170,12.905,4.667,3.19,1.714,0.476
38017662,Isaiah,Mobley,F,2.03,238,2.3,0.6,1.0,0.2,0.0
38017663,E.J.,Liddell,F,1.98,240,0.5,0.125,0.625,0.25,0.25
38017676,MarJon,Beauchamp,F,2.01,199,4.396,0.646,2.063,0.271,0.146
38017677,Dyson,Daniels,G,2.01,199,5.619,2.603,3.857,1.333,0.397
38017679,Jaden,Hardy,G,1.91,198,7.26,1.466,1.822,0.274,0.068
38017682,Jaden,Ivey,G,1.93,195,15.39,3.831,3.403,0.74,0.532
38017683,Paolo,Banchero,F,2.08,250,22.55,5.375,6.938,0.888,0.575
38017684,Jabari,Smith Jr.,F,2.11,220,13.737,1.566,8.079,0.684,0.803
38017685,Chet,Holmgren,C,2.16,208,16.549,2.427,7.89,0.646,2.305
38017686,Bennedict,Mathurin,G,1.96,210,14.6,1.983,3.933,0.6,0.25
38017687,Johnny,Davis,G,1.93,195,3.04,0.64,1.44,0.36,0.2
38017688,Keegan,Murray,F,2.03,225,15.38,1.658,5.519,1.051,0.747
38017689,AJ,Griffin,F,1.98,220,2.4,0.25,0.9,0.1,0.05
38017690,Shaedon,Sharpe,G,1.96,205,15.938,2.938,5.0,0.906,0.375
38017691,TyTy,Washington Jr.,G,1.91,195,1.273,0.455,0.455,0.273,0.0
38017692,Malaki,Branham,F,1.93,180,9.2,2.093,1.973,0.36,0.107
38017693,Blake,Wesley,G,1.91,185,4.393,2.721,1.525,0.475,0.148
38017694,Jalen,Duren,C,2.08,250,13.787,2.426,11.607,0.557,0.77
38017695,Tari,Eason,F,2.03,215,9.773,1.227,6.955,1.409,0.864
38017696,Nikola,Jovic,F,2.08,205,7.542,1.917,4.229,0.521,0.313
38017697,Max,Christie,G,1.96,190,4.206,0.868,2.118,0.294,0.25
38017698,Mark,Williams,C,2.13,240,12.737,1.158,9.474,0.842,1.105
38017699,Jeremy,Sochan,F,2.03,230,11.635,3.365,6.419,0.824,0.541
38017700,Wendell,Moore Jr.,G,1.96,215,0.72,0.24,0.48,0.2,0.04
38017701,Kendall,Brown,G,2.01,205,1.313,0.313,0.313,0.0,0.0
38017703,Jalen,Williams,G,1.96,211,19.085,4.521,3.972,1.127,0.634
38017704,Patrick,Baldwin Jr.,F,2.06,220,4.447,0.763,3.184,0.447,0.368
38017705,Walker,Kessler,C,2.13,245,8.094,0.938,7.516,0.469,2.391
38017706,Jaylin,Williams,F,2.06,240,4.0,1.594,3.391,0.406,0.391
38017707,JD,Davison,G,1.85,195,2.0,1.25,1.25,0.125,0.0
38017708,Bryce,McGowens,G,1.98,175,5.119,0.864,1.746,0.356,0.169
38017709,Christian,Braun,G,1.98,220,7.341,1.61,3.72,0.512,0.427
38017711,Jabari,Walker,F,2.01,227,8.861,0.986,7.042,0.583,0.319
38017712,Ryan,Rollins,G,1.91,180,3.385,1.077,1.0,0.769,0.231
38017714,Keon,Ellis,G,1.91,175,5.508,1.542,2.136,0.915,0.576
38017715,Josh,Minott,F,2.03,205,1.563,0.25,0.531,0.125,0.156
38017716,Ousmane,Dieng,F,2.06,185,4.03,1.121,1.545,0.242,0.152
38017717,Ron,Harper Jr.,F,1.96,245,0.0,1.0,0.0,0.0,0.0
38017718,Buddy,Boeheim,F,1.96,205,3.4,0.3,1.0,0.0,0.1
38017719,Dalen,Terry,F,2.01,195,3.049,1.361,1.951,0.426,0.328
38017721,Peyton,Watson,G,2.01,200,6.65,1.075,3.238,0.538,1.1
38017723,Alondes,Williams,G,1.93,210,0.714,0.0,0.143,0.0,0.143
38017724,Caleb,Houstan,G,2.03,205,4.254,0.492,1.407,0.271,0.068
38017725,Moussa,Diabate,F,2.06,210,2.636,0.364,2.273,0.545,0.182
38017726,Dereon,Seabron,G,1.96,180,2.333,0.833,1.167,0.333,0.167
38017727,Collin,Gillespie,G,1.85,195,3.625,1.125,0.917,0.542,0.0
38017728,Jake,LaRavia,F,2.01,235,10.829,1.657,3.657,0.857,0.371
38017729,David,Roddy,F,1.93,255,6.538,1.215,3.277,0.415,0.169
38017730,Dominick,Barlow,F,2.06,215,4.5,1.125,3.5,0.406,0.438
38017731,Vince,Williams Jr.,G,1.93,205,10.019,3.365,5.596,0.904,0.673
38017732,Kenneth,Lofton Jr.,F,1.98,275,4.571,1.524,1.857,0.286,0.19
38017733,A.J.,Green,G,1.93,190,4.5,0.536,1.125,0.179,0.071
38017734,Jamal,Cain,F,1.98,191,3.731,0.385,1.423,0.385,0.192
38017735,Jack,White,F,2.01,225,1.5,0.25,3.0,1.0,0.25
38017736,Cole,Swider,F,2.03,220,2.333,0.278,0.389,0.0,0.056
38017739,Simone,Fontecchio,F,2.01,209,10.485,1.53,3.727,0.667,0.333
39398582,Orlando,Robinson,C,2.08,235,2.622,0.946,2.243,0.216,0.216
39613724,Ibou,Badji,C,2.13,240,1.545,0.591,2.318,0.136,0.909
42097199,Jared,Rhoden,G,1.96,210,4.882,0.824,1.941,0.176,0.765
44477024,Stanley,Umude,G,1.98,210,5.292,0.458,2.167,0.333,0.292
44477062,Jamaree,Bouyea,G,1.88,180,2.333,1.222,2.111,0.111,0.0
44477085,Quenton,Jackson,G,1.96,173,0.667,0.667,1.333,0.333,0.0
45658838,Lester,Quinones,G,1.93,208,4.459,0.973,1.865,0.135,0.027
47738533,Jeenathan,Williams,G,1.96,205,2.864,0.318,1.091,0.182,0.045
47957121,Justin,Minaya,F,1.96,205,1.794,0.618,1.647,0.265,0.294
48248287,Jacob,Gilyard,G,1.73,160,4.22,3.341,1.146,0.805,0.122
56677582,Jalen,Pickett,G,1.88,202,1.556,0.741,0.519,0.148,0.0
56677722,Jalen,Wilson,F,1.98,220,4.977,1.047,3.047,0.256,0.116
56677729,Malcolm,Cazalon,G,1.98,185,0.0,0.0,0.0,0.0,0.0
56677738,Colin,Castleton,C,2.08,250,1.5,0.188,0.813,0.125,0.125
56677747,Scoot,Henderson,G,1.91,202,14.0,5.419,3.129,0.774,0.21
56677776,Julian,Strawther,G,1.98,205,4.54,0.94,1.2,0.32,0.14
56677778,Oscar,Tshiebwe,F,2.03,255,3.0,0.222,1.889,0.222,0.111
56677782,Leonard,Miller,F,2.08,210,1.706,0.471,1.176,0.118,0.059
56677785,Jaime,Jaquez Jr.,G,1.98,225,12.013,2.636,3.831,1.026,0.273
56677788,Terquavion,Smith,G,1.93,160,3.25,0.688,0.25,0.438,0.0
56677791,Kris,Murray,F,2.03,210,6.065,1.29,3.613,0.839,0.339
56677792,Marcus,Sasser,G,1.88,195,8.254,3.31,1.775,0.634,0.169
56677794,Isaiah,Wong,G,1.91,185,1.0,0.0,0.0,0.0,0.0
56677795,Jacob,Toppin,F,2.03,200,1.444,0.333,0.778,0.0,0.111
56677799,Trayce,Jackson-Davis,F,2.06,245,7.826,1.174,4.957,0.406,1.13
56677805,Javon,Freeman-Liberty,G,1.91,190,6.955,1.818,3.182,0.455,0.182
56677806,Mouhamed,Gueye,F,2.08,210,3.429,0.571,3.143,0.571,0.571
56677809,Jermaine,Samuels Jr.,F,1.98,230,1.429,0.214,0.929,0.071,0.143
56677817,Sidy,Cissoko,G,1.98,200,4.091,0.909,2.182,0.636,0.273
56677822,Victor,Wembanyama,F,2.24,210,21.437,3.845,10.634,1.225,3.577
56677823,Brandon,Miller,F,2.01,200,17.284,2.351,4.257,0.892,0.581
56677824,Taylor,Hendricks,F,2.06,215,7.3,0.8,4.625,0.7,0.7
56677825,Amen,Thompson,G,2.01,200,9.548,2.629,6.597,1.258,0.613
56677826,Ausar,Thompson,G,1.98,205,8.825,1.905,6.333,1.079,0.889
56677827,Anthony,Black,G,2.01,200,4.58,1.319,2.0,0.522,0.304
56677828,Gradey,Dick,G,1.98,200,8.5,1.133,2.217,0.583,0.033
56677829,Rayan,Rupert,G,1.98,185,3.974,1.59,2.385,0.308,0.077
56677830,GG,Jackson,F,2.06,210,14.563,1.229,4.083,0.583,0.458
56677831,Cam,Whitmore,F,2.01,230,12.319,0.702,3.851,0.66,0.362
56677832,Jarace,Walker,F,2.01,235,3.529,1.176,1.824,0.441,0.324
56677833,Cason,Wallace,G,1.91,195,6.841,1.463,2.28,0.927,0.451
56677834,Keyonte,George,G,1.93,185,12.973,4.427,2.813,0.48,0.093
56677835,Jalen,Hood-Schifino,G,1.96,215,1.545,0.364,0.591,0.182,0.091
56677836,Maxwell,Lewis,F,2.01,195,0.314,0.171,0.114,0.057,0.029
56677837,Jordan,Hawkins,G,1.96,190,7.821,1.06,2.224,0.284,0.104
56677838,Kobe,Bufkin,G,1.96,195,4.765,1.588,1.941,0.471,0.294
56677839,Jett,Howard,G,1.98,215,1.611,0.333,0.389,0.111,0.056
56677840,Dereck,Lively II,C,2.16,230,8.782,1.091,6.873,0.636,1.382
56677841,Dariq,Whitehead,F,1.98,220,1.5,1.5,2.0,0.0,0.5
56677842,Brice,Sensabaugh,F,1.96,235,7.531,1.719,3.156,0.406,0.188
56677843,Noah,Clowney,F,2.06,210,5.783,0.783,3.522,0.348,0.696
56677844,Bilal,Coulibaly,G,2.03,195,8.444,1.762,4.032,0.905,0.762
56677845,Colby,Jones,G,1.98,207,2.065,0.677,1.29,0.226,0.161
56677846,Nick,Smith Jr.,G,1.88,185,5.922,1.157,1.431,0.216,0.137
56677847,Emoni,Bates,F,2.03,170,2.733,0.667,0.933,0.067,0.133
56677848,Amari,Bailey,G,1.91,185,2.3,0.7,0.9,0.3,0.0
56677849,Kobe,Brown,F,2.01,250,2.023,0.568,1.341,0.273,0.136
56677850,Toumani,Camara,F,2.01,226,7.529,1.243,4.9,0.943,0.471
56677852,Andre,Jackson Jr.,G,1.98,209,2.193,0.877,1.965,0.298,0.105
56677853,Keyontae,Johnson,F,1.93,230,1.0,0.444,1.0,0.111,0.0
56677854,Chris,Livingston,F,1.98,220,1.238,0.238,1.0,0.095,0.0
56677855,Seth,Lundy,G,1.93,220,1.556,0.0,0.778,0.0,0.0
56677856,Jordan,Miller,G,1.96,194,1.125,0.0,0.5,0.0,0.0
56677857,Julian,Phillips,F,2.03,198,2.225,0.325,0.9,0.2,0.175
56677858,Brandin,Podziemski,G,1.93,205,9.16,3.64,5.813,0.827,0.187
56677859,Olivier-Maxence,Prosper,F,2.01,230,3.025,0.55,1.975,0.2,0.075
56677860,Adama,Sanogo,F,2.06,245,4.0,0.0,4.0,0.111,0.0
56677861,Ben,Sheppard,G,1.98,190,4.345,0.914,1.534,0.586,0.034
56677862,Jalen,Slawson,F,2.01,215,0.667,0.167,0.583,0.083,0.167
56677864,Jordan,Walsh,G,1.98,205,1.667,0.556,2.222,0.556,0.111
56677866,Leaky,Black,F,1.98,209,2.654,0.885,1.846,0.308,0.423
56677867,Alex,Fudge,F,2.03,200,2.5,0.0,0.833,0.5,0.0
56677868,D'Moi,Hodge,G,1.91,188,2.0,0.714,0.0,0.0,0.143
56677869,Markquis,Nowell,G,1.7,160,2.0,2.0,2.0,1.0,0.0
56677871,Hunter,Tyson,F,2.03,215,0.944,0.111,0.389,0.056,0.0
56677872,Craig,Porter,G,1.85,180,5.588,2.314,2.137,0.412,0.294
56677873,Dexter,Dennis,G,1.96,210,5.5,1.0,2.25,0.25,0.25
56677874,Onuralp,Bitim,F,1.98,215,3.478,0.565,1.391,0.13,0.087
56783340,Duop,Reath,C,2.06,245,9.074,0.985,3.676,0.485,0.559
56913527,Ricky,Council IV,G,1.98,207,5.406,0.5,1.438,0.281,0.031
57875092,Gui,Santos,F,1.98,185,3.417,0.542,2.083,0.167,0.083
64267203,Jules,Bernard,G,1.98,210,3.895,0.842,1.368,0.211,0.053
64268019,Henri,Drell,F,2.06,220,2.75,1.0,1.0,0.5,0.25
64268165,Tosan,Evbuomwan,F,2.01,217,5.647,0.941,3.412,0.353,0.294
64269023,Trey,Jemison,C,2.08,260,6.84,1.08,5.36,0.44,1.12
64269817,Nathan,Mensah,C,2.06,230,1.32,0.36,2.6,0.24,0.56
64269931,Taze,Moore,G,1.96,195,4.5,1.25,2.0,0.5,0.0
64270026,Pete,Nance,F,2.08,225,0.375,0.0,0.375,0.125,0.0
64270311,Drew,Peterson,F,2.06,205,3.667,0.333,0.333,0.667,0.0
64270886,Dmytro,Skapintsev,C,2.16,215,0.0,0.0,0.0,0.0,0.0
377705601,Mouhamadou,Gueye,F,2.06,210,2.364,0.455,2.091,0.273,1.636
436846673,Adam,Flagler,G,1.91,180,1.5,2.0,0.0,0.0,0.0
795959473,Pat,Spencer,G,1.91,205,0.667,0.833,0.667,0.0,0.0
907726640,Andrew,Funk,G,1.96,200,0.0,0.0,0.0,0.2,0.2
1015298615,Izaiah,Brockington,G,1.93,196,4.0,0.0,2.0,0.0,0.0
1016384149,Tristan,Vukcevic,F,2.08,220,8.5,1.3,3.6,0.5,0.7
1017051787,Maozinha,Pereira,F,2.03,177,6.857,0.286,5.286,0.857,0.571
1018685894,Malik,Williams,C,2.11,250,2.714,0.286,5.429,0.429,0.571
1019069810,Timmy,Allen,F,1.98,210,2.6,1.0,3.4,0.8,0.0
